Reported Calls for: Mar-18-3pm

Agent, Computer Name, Duration of Call, LOB, Type, Message,
jpinion,ausrca0056,77 min,Café,Café,issues with launching
rhagemann,ausrca0054,67 min,FXRS,FSMS,Great Britain Meter
dneal,ausrca0098,41 min,FXRS,Café,Clean Load
dneal,ausrca0098,41 min,FXRS,Café,Clean Load
rmcneil,ausrcwa059,36 min,FXRS,FSMS,Tracking number duplication
rhagemann,ausrca0054,25 min,FXRS,FSMS,Replace Meters
rmcneil,ausrcwa059,22 min,Café,Café,Needed product code
wcrosby,ausrca0071,20 min,FXRS,FXCT,adding 3rd party ltl acct
sroberts,ausrca0074,19 min,FXRS,Café,Cust. wanted info on Dot Com vs FSM
rhagemann,ausrca0054,18 min,FXRS,FSMS,Rating on 1501
rhagemann,ausrca0054,18 min,FXRS,Café,Tracking Number Range
wcrosby,ausrca0071,15 min,Café,Café,integration
wcrosby,ausrca0071,15 min,FXRS,FXCT,install
rmcneil,ausrcwa059,15 min,Café,Café,Reset printer
rhagemann,ausrca0054,14 min,FXRS,FSMS,Rate Table
rhagemann,ausrca0054,10 min,FXRS,WIS,Test Creds
wcrosby,ausrca0071,10 min,Café,Café,shipping profiles config
rhagemann,ausrca0054,8 min,Café,Café,Validation
rmcneil,ausrcwa059,8 min,FXRS,WIS,Sent to sr support
rmcneil,ausrcwa059,6.3 min,FXRS,WIS,Certification
rmcneil,ausrcwa059,6.1 min,FXRS,Café,New install
rhagemann,ausrca0054,6 min,FXRS,FXCT,PK Request
mbarth,ausrca0058,5 min,FXRS,Café,writing as deleted client
rmcneil,ausrcwa059,5 min,FXRS,WIS,Not supported
sroberts,ausrca0074,5 min,FXRS,WIS,Assisted AE w/Web Svcs error
rmcneil,ausrcwa059,4.4 min,Café,Café,Import from UPS
wcrosby,ausrca0071,3 min,FXRS,Misdirect,.com
jpinion,ausrca0056,3 min,FXRS,Misdirect,to dot.com
sroberts,ausrca0074,3 min,Café,Misdirect,Dot Com Transfer
aljohnson,ausrca0057,3 min,Café,Café,Hazmat shipping form
jpinion,ausrca0056,3 min,FXRS,WIS,lost caller
wcrosby,ausrca0071,3 min,FXRS,WIS,wis register
rhagemann,ausrca0054,2.5 min,Café,Café,Enable Returns
sroberts,ausrca0074,2 min,FXRS,Misdirect,Dot Com Transfer
rmcneil,ausrcwa059,2 min,Café,Café,New install
mbarth,ausrca0058,1 min,FXRS,Misdirect,needs .com
rhagemann,ausrca0054,.5 min,FXRS,FSMS,Confirmed Rates are good
